sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"It complained "" no decent family can hang such sights against their wall "" , and condemned the painting as an "" indulgence of what we once hoped a classical , but which are now convinced , is a lascivious mind "" , commenting "" the course of [ Etty 's ] studies should run in a purer channel , and that he should not persist , with an unhallowed fancy , to pursue Nature to her holy recesses.","It complained "" no decent family can hang such sights against their wall "" , and condemned the painting as an "" indulgence of what we once hoped a classical , but which are now convinced , is a lascivious mind "" , commenting "" the course of [ Etty 's ] studies should run in a purer channel , and that he should not persist , with an unhallowed fancy , to pursue Nature to her holy recesses.",0,complain,complained,none,It,It complained,"It complained "" no decent family can",52.41006374,18.48882961
"It complained "" no decent family can hang such sights against their wall "" , and condemned the painting as an "" indulgence of what we once hoped a classical , but which are now convinced , is a lascivious mind "" , commenting "" the course of [ Etty 's ] studies should run in a purer channel , and that he should not persist , with an unhallowed fancy , to pursue Nature to her holy recesses.","It complained "" no decent family can hang such sights against their wall "" , and condemned the painting as an "" indulgence of what we once hoped a classical , but which are now convinced , is a lascivious mind "" , commenting "" the course of [ Etty 's ] studies should run in a purer channel , and that he should not persist , with an unhallowed fancy , to pursue Nature to her holy recesses.",0,comment,commenting,none,"It complained "" no decent family can hang such sights against their wall "" , and condemned the painting as an "" indulgence of what we once hoped a classical , but which are now convinced , is a lascivious mind "" ,","It complained "" no decent family can hang such sights against their wall "" , and condemned the painting as an "" indulgence of what we once hoped a classical , but which are now convinced , is a lascivious mind "" , commenting","It complained "" no decent family can hang such sights against their wall "" , and condemned the painting as an "" indulgence of what we once hoped a classical , but which are now convinced , is a lascivious mind "" , commenting "" the course of [",30.92636079,10.5796957
""" The reviewer added "" we fear that Mr. E will never turn from his wicked ways , and make himself fit for decent company.",""" The reviewer added "" we fear Mr. E will never turn from his wicked ways , and make himself fit for decent company.",0,fear,fear,that,""" The reviewer added "" we",""" The reviewer added "" we fear",""" The reviewer added "" we fear Mr. E will never turn",49.81049347,12.96682835
Portugal designated Mozambique an overseas territory in 1951 in order to show to the world that the colony had a greater autonomy.,Portugal designated Mozambique an overseas territory in 1951 in order to show to the world the colony had a greater autonomy.,3,show,show,that,Portugal designated Mozambique an overseas territory in 1951 in order to,Portugal designated Mozambique an overseas territory in 1951 in order to show,Portugal designated Mozambique an overseas territory in 1951 in order to show to the world the colony had a greater,39.61664385,9.955608368
"Many sources state that , in an attempt to rectify the situation in Mozambique , the Portuguese secret police assassinated Mondlane by sending a parcel to his office in Dar es Salaam.","Many sources state , in an attempt to rectify the situation in Mozambique , the Portuguese secret police assassinated Mondlane by sending a parcel to his office in Dar es Salaam.",0,state,state,that,Many sources,Many sources state,"Many sources state , in an attempt to",28.13218334,4.594086647
"Other sources state that Eduardo was killed when an explosive device detonated underneath his chair at the FRELIMO headquarters , and that the faction responsible was never identified.","Other sources state Eduardo was killed when an explosive device detonated underneath his chair at the FRELIMO headquarters , and that the faction responsible was never identified.",0,state,state,that,Other sources,Other sources state,Other sources state Eduardo was killed when an,41.62746228,6.867595196
"Although the exact details of the assassination remain disputed , the involvement of the Portuguese government , particularly Aginter Press or PIDE , is generally accepted by most historians and biographers and is supported by the Portuguese stay behind Gladio @-@ esque army , known as Aginter Press , that suggested in 1990 that they were responsible for the assassination.","Although the exact details of the assassination remain disputed , the involvement of the Portuguese government , particularly Aginter Press or PIDE , is generally accepted by most historians and biographers and is supported by the Portuguese stay behind Gladio @-@ esque army , known as Aginter Press , that suggested in 1990 they were responsible for the assassination.",2,suggest,suggested,that,"Although the exact details of the assassination remain disputed , the involvement of the Portuguese government , particularly Aginter Press or PIDE , is generally accepted by most historians and biographers and is supported by the Portuguese stay behind Gladio @-@ esque army , known as Aginter Press , that","Although the exact details of the assassination remain disputed , the involvement of the Portuguese government , particularly Aginter Press or PIDE , is generally accepted by most historians and biographers and is supported by the Portuguese stay behind Gladio @-@ esque army , known as Aginter Press , that suggested","Although the exact details of the assassination remain disputed , the involvement of the Portuguese government , particularly Aginter Press or PIDE , is generally accepted by most historians and biographers and is supported by the Portuguese stay behind Gladio @-@ esque army , known as Aginter Press , that suggested in 1990 they were responsible for the",29.30962111,15.53818226
"Costa Gomes argued that African soldiers were cheaper and were better able to create a relationship with the local populace , a tactic similar to the ' hearts and minds ' strategy being used by United States forces in Vietnam at the time.","Costa Gomes argued African soldiers were cheaper and were better able to create a relationship with the local populace , a tactic similar to the ' hearts and minds ' strategy being used by United States forces in Vietnam at the time.",0,argue,argued,that,Costa Gomes,Costa Gomes argued,Costa Gomes argued African soldiers were cheaper and,46.45205712,15.92825317
"The use of landmines also intensified , with sources stating that they had become responsible for two out of every three Portuguese casualties.","The use of landmines also intensified , with sources stating they had become responsible for two out of every three Portuguese casualties.",0,state,stating,that,"The use of landmines also intensified , with sources","The use of landmines also intensified , with sources stating","The use of landmines also intensified , with sources stating they had become responsible for",27.06064506,4.241231441
"The soldiers were told by this agent that "" the orders were to kill them all "" , never mind that only civilians , women and children included , were found.","The soldiers were told by this agent "" the orders were to kill them all "" , never mind that only civilians , women and children included , were found.",3,tell,told,that,The soldiers were,The soldiers were told,"The soldiers were told by this agent "" the orders were to",57.75721478,6.461192131
"Later counter @-@ claims have been made in a report of Archbishop of Dar es Salaam Laurean Rugambwa that alleged that the killings were carried out by FRELIMO combatants , not Portuguese forces.","Later counter @-@ claims have been made in a report of Archbishop of Dar es Salaam Laurean Rugambwa that alleged the killings were carried out by FRELIMO combatants , not Portuguese forces.",0,allege,alleged,that,Later counter @-@ claims have been made in a report of Archbishop of Dar es Salaam Laurean Rugambwa that,Later counter @-@ claims have been made in a report of Archbishop of Dar es Salaam Laurean Rugambwa that alleged,Later counter @-@ claims have been made in a report of Archbishop of Dar es Salaam Laurean Rugambwa that alleged the killings were carried out,16.40189285,10.09941554
"In addition , others claimed that the alleged massacres by Portuguese military forces were fabricated to tar the reputation of the Portuguese state abroad.","In addition , others claimed the alleged massacres by Portuguese military forces were fabricated to tar the reputation of the Portuguese state abroad.",0,claim,claimed,that,"In addition , others","In addition , others claimed","In addition , others claimed the alleged massacres by Portuguese",46.94814444,11.24099827
"Gilbert 's frustrations with contemporary adventure titles led him to make the player character 's death almost impossible , which meant that gameplay focused the game on exploration.","Gilbert 's frustrations with contemporary adventure titles led him to make the player character 's death almost impossible , which meant gameplay focused the game on exploration.",0,mean,meant,that,"Gilbert 's frustrations with contemporary adventure titles led him to make the player character 's death almost impossible , which","Gilbert 's frustrations with contemporary adventure titles led him to make the player character 's death almost impossible , which meant","Gilbert 's frustrations with contemporary adventure titles led him to make the player character 's death almost impossible , which meant gameplay focused the game on",37.35106111,7.356107712
"When Guybrush returns to LeChuck 's ship with the elixir , he learns that LeChuck has returned to Mêlée IslandTM to marry Elaine at the church.","When Guybrush returns to LeChuck 's ship with the elixir , he learns LeChuck has returned to Mêlée IslandTM to marry Elaine at the church.",0,learn,learns,that,"When Guybrush returns to LeChuck 's ship with the elixir , he","When Guybrush returns to LeChuck 's ship with the elixir , he learns","When Guybrush returns to LeChuck 's ship with the elixir , he learns LeChuck has returned to Mêlée",46.93621993,6.348350525
"They noticed that pirates in those films often taunted their opponents instead of attacking them , which gave the designers the idea to base the game 's duels on insults rather than combat.","They noticed pirates in those films often taunted their opponents instead of attacking them , which gave the designers the idea to base the game 's duels on insults rather than combat.",0,notice,noticed,that,They,They noticed,They noticed pirates in those films often,49.20774794,13.00137806
"Many of Gilbert 's original gameplay ideas were abandoned during the production process , although he stated that "" most of that stuff was left out for a reason "".","Many of Gilbert 's original gameplay ideas were abandoned during the production process , although he stated "" most of that stuff was left out for a reason "".",0,state,stated,that,"Many of Gilbert 's original gameplay ideas were abandoned during the production process , although he","Many of Gilbert 's original gameplay ideas were abandoned during the production process , although he stated","Many of Gilbert 's original gameplay ideas were abandoned during the production process , although he stated "" most of that stuff",28.82846358,8.062152863
He ’ s pursuing his career goals and he discovers love in the process and winds up thinking that was actually more important than what he was doing to begin with.,He ’ s pursuing his career goals and he discovers love in the process and winds up thinking that was actually more important than what he was doing to begin with.,0,think,thinking,none,He ’ s pursuing his career goals and he discovers love in the process and winds up,He ’ s pursuing his career goals and he discovers love in the process and winds up thinking,He ’ s pursuing his career goals and he discovers love in the process and winds up thinking that was actually more important,29.45250213,10.54626846
"Grossman believed that this benefited the game 's writing , as he and Schafer "" were all funny in slightly different ways , and it worked well together "".","Grossman believed this benefited the game 's writing , as he and Schafer "" were all funny in slightly different ways , and it worked well together "".",0,believe,believed,that,Grossman,Grossman believed,Grossman believed this benefited the game 's,52.79388452,12.23927021
"Grossman said that Gilbert always wanted "" to step off the ride "" and "" talk to the people who lived in that world "".","Grossman said Gilbert always wanted "" to step off the ride "" and "" talk to the people who lived in that world "".",0,say,said,that,Grossman,Grossman said,"Grossman said Gilbert always wanted "" to",48.1189518,4.88602972
"He was frustrated by the adventure games that Sierra On @-@ Line was releasing at the time , and later said that "" you died any time you did anything wrong "".","He was frustrated by the adventure games that Sierra On @-@ Line was releasing at the time , and later said "" you died any time you did anything wrong "".",0,say,said,that,"He was frustrated by the adventure games that Sierra On @-@ Line was releasing at the time , and later","He was frustrated by the adventure games that Sierra On @-@ Line was releasing at the time , and later said","He was frustrated by the adventure games that Sierra On @-@ Line was releasing at the time , and later said "" you died any time",41.51755267,5.464887857
"Guybrush would exclaim that there is an opening to a system of catacombs and attempt to enter , but this would result in a message stating the player needed to insert disc 22 , then 36 , then 114 in order to continue.","Guybrush would exclaim that there is an opening to a system of catacombs and attempt to enter , but this would result in a message stating the player needed to insert disc 22 , then 36 , then 114 in order to continue.",0,state,stating,none,"Guybrush would exclaim that there is an opening to a system of catacombs and attempt to enter , but this would result in a message","Guybrush would exclaim that there is an opening to a system of catacombs and attempt to enter , but this would result in a message stating","Guybrush would exclaim that there is an opening to a system of catacombs and attempt to enter , but this would result in a message stating the player needed to insert",32.30668515,4.73214674
"While the team considered the SCUMM interface revolutionary at the time , LucasArts community manager Brooks Brown noted that it is incompatible with an analog stick , which most consoles use.","While the team considered the SCUMM interface revolutionary at the time , LucasArts community manager Brooks Brown noted it is incompatible with an analog stick , which most consoles use.",0,note,noted,that,"While the team considered the SCUMM interface revolutionary at the time , LucasArts community manager Brooks Brown","While the team considered the SCUMM interface revolutionary at the time , LucasArts community manager Brooks Brown noted","While the team considered the SCUMM interface revolutionary at the time , LucasArts community manager Brooks Brown noted it is incompatible with an",33.41480305,6.470346451
"Prior to the Special Edition release , however , LucasArts announced that Loom , along with other games from its back catalog , would be made available on Steam.","Prior to the Special Edition release , however , LucasArts announced Loom , along with other games from its back catalog , would be made available on Steam.",0,announce,announced,that,"Prior to the Special Edition release , however , LucasArts","Prior to the Special Edition release , however , LucasArts announced","Prior to the Special Edition release , however , LucasArts announced Loom , along with other",47.0741662,4.804189682
"Brown stated that the decision to distribute the game online was because "" digital downloads have finally gotten going "".","Brown stated the decision to distribute the game online was because "" digital downloads have finally gotten going "".",0,state,stated,that,Brown,Brown stated,Brown stated the decision to distribute the,27.18706286,12.46732807
"Although they believed that the game was too expensive , they summarized it as "" a highly enjoyable graphic adventure replete with interesting puzzles , a fantastic Roland soundtrack , superb VGA graphics , smooth @-@ scrolling animation , and some of the funniest lines ever seen on your computer screen.","Although they believed the game was too expensive , they summarized it as "" a highly enjoyable graphic adventure replete with interesting puzzles , a fantastic Roland soundtrack , superb VGA graphics , smooth @-@ scrolling animation , and some of the funniest lines ever seen on your computer screen.",0,believe,believed,that,Although they,Although they believed,Although they believed the game was too expensive,24.47045398,11.19452
""" Paul Glancey of Computer and Video Games consider the game superior to Lucasfilm 's earlier adventure titles , and wrote that , "" Usually the entertainment you get from an adventure is derived solely from solving puzzles , but the hilarious characters and situations , and the movie @-@ like presentation ... make playing this more like taking part in a comedy film , so it 's much more enjoyable.",""" Paul Glancey of Computer and Video Games consider the game superior to Lucasfilm 's earlier adventure titles , and wrote , "" Usually the entertainment you get from an adventure is derived solely from solving puzzles , but the hilarious characters and situations , and the movie @-@ like presentation ... make playing this more like taking part in a comedy film , so it 's much more enjoyable.",0,write,wrote,that,""" Paul Glancey of Computer and Video Games consider the game superior to Lucasfilm 's earlier adventure titles , and",""" Paul Glancey of Computer and Video Games consider the game superior to Lucasfilm 's earlier adventure titles , and wrote",""" Paul Glancey of Computer and Video Games consider the game superior to Lucasfilm 's earlier adventure titles , and wrote , "" Usually the entertainment",37.6974476,9.907645226
""" However , he disliked the designers ' running joke of placing "" TM "" after character and place names , which he thought detracted from the atmosphere.",""" However , he disliked the designers ' running joke of placing "" TM "" after character and place names , which he thought detracted from the atmosphere.",0,think,thought,none,""" However , he disliked the designers ' running joke of placing "" TM "" after character and place names , which he",""" However , he disliked the designers ' running joke of placing "" TM "" after character and place names , which he thought",""" However , he disliked the designers ' running joke of placing "" TM "" after character and place names , which he thought detracted from the atmosphere.",29.05328211,3.519170284
"Amiga Power 's Mark Ramshaw wrote , "" With The Secret of Monkey Island , the mouse @-@ controlled , graphic @-@ adventure comes of age.","Amiga Power 's Mark Ramshaw wrote , "" With The Secret of Monkey Island , the mouse @-@ controlled , graphic @-@ adventure comes of age.",0,write,wrote,none,Amiga Power 's Mark Ramshaw,Amiga Power 's Mark Ramshaw wrote,"Amiga Power 's Mark Ramshaw wrote , "" With The Secret",39.27320111,6.968010902
""" He lauded its comedic elements , which he believed were the highlight of the game.",""" He lauded its comedic elements , which he believed were the highlight of the game.",0,believe,believed,none,""" He lauded its comedic elements , which he",""" He lauded its comedic elements , which he believed",""" He lauded its comedic elements , which he believed were the highlight of the",16.21691946,7.158450603
"The reviewer also praised the control scheme , noting that it allows the player to "" more or less forget about the specifics of what [ they are ] physically doing ... and lose [ themselves ] in the adventure instead.","The reviewer also praised the control scheme , noting it allows the player to "" more or less forget about the specifics of what [ they are ] physically doing ... and lose [ themselves ] in the adventure instead.",0,note,noting,that,"The reviewer also praised the control scheme ,","The reviewer also praised the control scheme , noting","The reviewer also praised the control scheme , noting it allows the player to",19.7541264,6.530375004
""" He noted that the game 's plot and visual and aural presentation fit together to create a thick atmosphere , and finished , "" Forget all those other milestone adventures ( Zork , The Hobbit , Lord of the Rings et al ) — for sheer enjoyment and general all @-@ round perfection , The Secret of Monkey Island creams ' em all in style.",""" He noted the game 's plot and visual and aural presentation fit together to create a thick atmosphere , and finished , "" Forget all those other milestone adventures ( Zork , The Hobbit , Lord of the Rings et al ) — for sheer enjoyment and general all @-@ round perfection , The Secret of Monkey Island creams ' em all in style.",0,note,noted,that,""" He",""" He noted",""" He noted the game 's plot and",43.26353955,11.95765781
"Writing for The One , Paul Presley stated that "" Lucasfilm appears to have taken all of the elements that worked in its previous releases and , not only incorporated them into this tale of scurvy swashbuckling , but even improved on them in the process ! "" Like the other reviewers , he praised its controls.","Writing for The One , Paul Presley stated "" Lucasfilm appears to have taken all of the elements that worked in its previous releases and , not only incorporated them into this tale of scurvy swashbuckling , but even improved on them in the process ! "" Like the other reviewers , he praised its controls.",0,state,stated,that,"Writing for The One , Paul Presley","Writing for The One , Paul Presley stated","Writing for The One , Paul Presley stated "" Lucasfilm appears to have",38.91915953,10.97516704
"Nick Clarkson of Amiga Computing cited the game 's graphics as "" flawless "" , noting that "" the characters are superbly animated and the backdrops simply ooze atmosphere.","Nick Clarkson of Amiga Computing cited the game 's graphics as "" flawless "" , noting "" the characters are superbly animated and the backdrops simply ooze atmosphere.",0,note,noting,that,"Nick Clarkson of Amiga Computing cited the game 's graphics as "" flawless "" ,","Nick Clarkson of Amiga Computing cited the game 's graphics as "" flawless "" , noting","Nick Clarkson of Amiga Computing cited the game 's graphics as "" flawless "" , noting "" the characters are superbly",36.47325063,5.783101082
""" He highly praised its sound effects and music , and believed that its controls "" couldn 't be simpler "".",""" He highly praised its sound effects and music , and believed its controls "" couldn 't be simpler "".",0,believe,believed,that,""" He highly praised its sound effects and music , and",""" He highly praised its sound effects and music , and believed",""" He highly praised its sound effects and music , and believed its controls "" couldn 't",48.03487468,10.4215641
"The staff of Amiga Action wrote that the "" attention to detail and the finely tuned gameplay cannot be faulted.","The staff of Amiga Action wrote the "" attention to detail and the finely tuned gameplay cannot be faulted.",0,write,wrote,that,The staff of Amiga Action,The staff of Amiga Action wrote,"The staff of Amiga Action wrote the "" attention to detail",35.83648577,13.61639547
""" They called the graphics "" stunning throughout "" , and believed that , when they were combined with the "" excellent Caribbean tunes "" , the result is a game filled with "" character and atmosphere.",""" They called the graphics "" stunning throughout "" , and believed , when they were combined with the "" excellent Caribbean tunes "" , the result is a game filled with "" character and atmosphere.",0,believe,believed,that,""" They called the graphics "" stunning throughout "" , and",""" They called the graphics "" stunning throughout "" , and believed",""" They called the graphics "" stunning throughout "" , and believed , when they were combined",38.90152287,11.39065266
""" They ended by stating that "" there is absolutely no excuse for not owning this game.",""" They ended by stating "" there is absolutely no excuse for not owning this game.",0,state,stating,that,""" They ended by",""" They ended by stating",""" They ended by stating "" there is absolutely no",23.0956983,9.093135834
"Sean Ely of GamePro praised its updated audio , and said that the new graphics "" blow the old clunker visuals ... out of the water "".","Sean Ely of GamePro praised its updated audio , and said the new graphics "" blow the old clunker visuals ... out of the water "".",0,say,said,that,"Sean Ely of GamePro praised its updated audio , and","Sean Ely of GamePro praised its updated audio , and said","Sean Ely of GamePro praised its updated audio , and said the new graphics "" blow",42.3243916,2.840924501
""" Daemon Hatfield of IGN wrote , "" Almost 20 years after its release , [ The Secret of Monkey Island ] remains a blast to play.",""" Daemon Hatfield of IGN wrote , "" Almost 20 years after its release , [ The Secret of Monkey Island ] remains a blast to play.",0,write,wrote,none,""" Daemon Hatfield of IGN",""" Daemon Hatfield of IGN wrote",""" Daemon Hatfield of IGN wrote , "" Almost 20 years",30.30705088,8.24639082
""" He called the new graphics "" slick , if a little generic "" , and noted that the "" original graphics have a certain charm to them that the fancy pants new visuals just don 't.",""" He called the new graphics "" slick , if a little generic "" , and noted the "" original graphics have a certain charm to them that the fancy pants new visuals just don 't.",0,note,noted,that,""" He called the new graphics "" slick , if a little generic "" , and",""" He called the new graphics "" slick , if a little generic "" , and noted",""" He called the new graphics "" slick , if a little generic "" , and noted the "" original graphics have",26.88160658,8.846953392
"He summarized it as "" one of the best times you 'll ever have pointing and clicking "" , and noted that "" few games are this funny.","He summarized it as "" one of the best times you 'll ever have pointing and clicking "" , and noted "" few games are this funny.",0,note,noted,that,"He summarized it as "" one of the best times you 'll ever have pointing and clicking "" , and","He summarized it as "" one of the best times you 'll ever have pointing and clicking "" , and noted","He summarized it as "" one of the best times you 'll ever have pointing and clicking "" , and noted "" few games are this",32.95048928,6.623652458
""" Justin Calvert of GameSpot noted that "" the Special Edition looks much better and is the only way to play if you want to hear ... what characters are saying , whereas the original game 's interface is less clunky.",""" Justin Calvert of GameSpot noted "" the Special Edition looks much better and is the only way to play if you want to hear ... what characters are saying , whereas the original game 's interface is less clunky.",0,note,noted,that,""" Justin Calvert of GameSpot",""" Justin Calvert of GameSpot noted",""" Justin Calvert of GameSpot noted "" the Special Edition looks",38.01088345,9.838231921
""" However , he wrote that "" the voice work is such a great addition to the game that it 's difficult to go back to the original edition.",""" However , he wrote "" the voice work is such a great addition to the game that it 's difficult to go back to the original edition.",0,write,wrote,that,""" However , he",""" However , he wrote",""" However , he wrote "" the voice work is",36.22558212,8.219711304
""" He praised its humor , writing , puzzles and characters , and he believed that it had aged well.",""" He praised its humor , writing , puzzles and characters , and he believed it had aged well.",0,believe,believed,that,""" He praised its humor , writing , puzzles and characters , and he",""" He praised its humor , writing , puzzles and characters , and he believed",""" He praised its humor , writing , puzzles and characters , and he believed it had aged well.",22.38185787,7.988671541
