sentence,pseudo_that,matrix_verb_to_cc,verb,verb_in_text,comp_type,context,context_verb,context_verb_n,embedded_n_sum,verb_sum
"In August 2011 , Walton Goggins was added as Warden Nigel James , and it was confirmed that Bruce Willis was cast to star in the film as the original G.I. Joe.","In August 2011 , Walton Goggins was added as Warden Nigel James , and it was confirmed Bruce Willis was cast to star in the film as the original G.I. Joe.",0,confirm,confirmed,that,"In August 2011 , Walton Goggins was added as Warden Nigel James , and it was","In August 2011 , Walton Goggins was added as Warden Nigel James , and it was confirmed","In August 2011 , Walton Goggins was added as Warden Nigel James , and it was confirmed Bruce Willis was cast to",34.66827559,4.683878422
"Sgt. Slaughter stated that he "" was originally supposed to be the part of Bruce Willis ' [ as ] Sgt. Slaughter but because we had a conflict in toy companies , Hasbro and Mattel , I wasn 't able to do it.","Sgt. Slaughter stated he "" was originally supposed to be the part of Bruce Willis ' [ as ] Sgt. Slaughter but because we had a conflict in toy companies , Hasbro and Mattel , I wasn 't able to do it.",0,state,stated,that,Sgt. Slaughter,Sgt. Slaughter stated,"Sgt. Slaughter stated he "" was originally supposed",41.48952287,11.03410149
"In September , a casting call sheet leaked to the Internet revealed that Cobra Commander would appear in the sequel , though it was unknown who would play the character.","In September , a casting call sheet leaked to the Internet revealed Cobra Commander would appear in the sequel , though it was unknown who would play the character.",0,reveal,revealed,that,"In September , a casting call sheet leaked to the Internet","In September , a casting call sheet leaked to the Internet revealed","In September , a casting call sheet leaked to the Internet revealed Cobra Commander would appear in",39.8090992,4.194458961
"Chu said that fans would get a glimpse of Destro in the film , but Christopher Eccleston would not reprise his role in the sequel.","Chu said fans would get a glimpse of Destro in the film , but Christopher Eccleston would not reprise his role in the sequel.",0,say,said,that,Chu,Chu said,Chu said fans would get a glimpse,27.84584713,8.214194298
Actor Robert Baker confirmed that he is the voice of Cobra Commander in the sequel.,Actor Robert Baker confirmed he is the voice of Cobra Commander in the sequel.,0,confirm,confirmed,that,Actor Robert Baker,Actor Robert Baker confirmed,Actor Robert Baker confirmed he is the voice of,18.79588428,10.40628815
"Visual effects supervisor Zachary Kinnery declared that while the visuals aimed for the "" big and bold "" typical of the franchise , Retaliation would be the first to attempt "" a bit more of that gritty realism.","Visual effects supervisor Zachary Kinnery declared while the visuals aimed for the "" big and bold "" typical of the franchise , Retaliation would be the first to attempt "" a bit more of that gritty realism.",0,declare,declared,that,Visual effects supervisor Zachary Kinnery,Visual effects supervisor Zachary Kinnery declared,Visual effects supervisor Zachary Kinnery declared while the visuals aimed for,51.49294901,13.02268505
"Previously slated for release on June 29 , 2012 , Paramount announced in May 2012 that they were delaying the film 's release until March 29 , 2013 ( but was later moved to March 28 , 2013 ) , in order to convert the movie to 3D and boost interest in international markets.","Previously slated for release on June 29 , 2012 , Paramount announced in May 2012 they were delaying the film 's release until March 29 , 2013 ( but was later moved to March 28 , 2013 ) , in order to convert the movie to 3D and boost interest in international markets.",3,announce,announced,that,"Previously slated for release on June 29 , 2012 , Paramount","Previously slated for release on June 29 , 2012 , Paramount announced","Previously slated for release on June 29 , 2012 , Paramount announced in May 2012 they were delaying the film",34.44863367,5.044404507
"A Variety article was published stating that the already released figures had been pulled from the shelves and recalled by Hasbro , although the company 's official statement indicated that existing product would be sold through.","A Variety article was published stating the already released figures had been pulled from the shelves and recalled by Hasbro , although the company 's official statement indicated that existing product would be sold through.",0,state,stating,that,A Variety article was published,A Variety article was published stating,A Variety article was published stating the already released figures had,44.78734154,7.958167076
"A Variety article was published stating that the already released figures had been pulled from the shelves and recalled by Hasbro , although the company 's official statement indicated that existing product would be sold through.","A Variety article was published stating that the already released figures had been pulled from the shelves and recalled by Hasbro , although the company 's official statement indicated existing product would be sold through.",0,indicate,indicated,that,"A Variety article was published stating that the already released figures had been pulled from the shelves and recalled by Hasbro , although the company 's official statement","A Variety article was published stating that the already released figures had been pulled from the shelves and recalled by Hasbro , although the company 's official statement indicated","A Variety article was published stating that the already released figures had been pulled from the shelves and recalled by Hasbro , although the company 's official statement indicated existing product would be sold",40.78599477,6.151996613
"Alan Scherstuhl of The Village Voice wrote in a positive review that "" this [ movie ] pushes right past competent into mostly legitimately enjoyable "" but added that "" the movie is still dumb as catbutt.","Alan Scherstuhl of The Village Voice wrote in a positive review that "" this [ movie ] pushes right past competent into mostly legitimately enjoyable "" but added "" the movie is still dumb as catbutt.",0,add,added,that,"Alan Scherstuhl of The Village Voice wrote in a positive review that "" this [ movie ] pushes right past competent into mostly legitimately enjoyable "" but","Alan Scherstuhl of The Village Voice wrote in a positive review that "" this [ movie ] pushes right past competent into mostly legitimately enjoyable "" but added","Alan Scherstuhl of The Village Voice wrote in a positive review that "" this [ movie ] pushes right past competent into mostly legitimately enjoyable "" but added "" the movie is still",21.03776455,12.17342806
""" The Hollywood Reporter 's Todd McCarthy was critical about the film 's use of 3D and accurate reflection of the franchise 's comic book and cartoon origins , but predicted it would still earn better than its predecessor , G.I. Joe : The Rise of Cobra.",""" The Hollywood Reporter 's Todd McCarthy was critical about the film 's use of 3D and accurate reflection of the franchise 's comic book and cartoon origins , but predicted it would still earn better than its predecessor , G.I. Joe : The Rise of Cobra.",0,predict,predicted,none,""" The Hollywood Reporter 's Todd McCarthy was critical about the film 's use of 3D and accurate reflection of the franchise 's comic book and cartoon origins , but",""" The Hollywood Reporter 's Todd McCarthy was critical about the film 's use of 3D and accurate reflection of the franchise 's comic book and cartoon origins , but predicted",""" The Hollywood Reporter 's Todd McCarthy was critical about the film 's use of 3D and accurate reflection of the franchise 's comic book and cartoon origins , but predicted it would still earn better",27.58092558,13.63093805
"In a negative review , Betsey Sharkey of the Los Angeles Times panned the "" overwhelmingly complicated , globe @-@ hopping , enemies within , enemies without story line "" and 3D but noted that "" the humor , when it works , offers ' Retaliation ' some redemption.","In a negative review , Betsey Sharkey of the Los Angeles Times panned the "" overwhelmingly complicated , globe @-@ hopping , enemies within , enemies without story line "" and 3D but noted "" the humor , when it works , offers ' Retaliation ' some redemption.",0,note,noted,that,"In a negative review , Betsey Sharkey of the Los Angeles Times panned the "" overwhelmingly complicated , globe @-@ hopping , enemies within , enemies without story line "" and 3D but","In a negative review , Betsey Sharkey of the Los Angeles Times panned the "" overwhelmingly complicated , globe @-@ hopping , enemies within , enemies without story line "" and 3D but noted","In a negative review , Betsey Sharkey of the Los Angeles Times panned the "" overwhelmingly complicated , globe @-@ hopping , enemies within , enemies without story line "" and 3D but noted "" the humor , when",33.90834332,7.030299425
""" Another negative review came from Variety Magazine 's Justin Chang , who ridiculed the movie 's large @-@ scale destruction of foreign cities , writing : "" Audiences who thrilled to the sight of Paris under biochemical attack in Cobra will be pleased to watch London endure an even more horrific fate here , although the sequence is tossed off in quick , almost ho @-@ hum fashion , with no time to dwell on anything so exquisitely crass as the spectacle of the Eiffel Tower collapsing.",""" Another negative review came from Variety Magazine 's Justin Chang , who ridiculed the movie 's large @-@ scale destruction of foreign cities , writing : "" Audiences who thrilled to the sight of Paris under biochemical attack in Cobra will be pleased to watch London endure an even more horrific fate here , although the sequence is tossed off in quick , almost ho @-@ hum fashion , with no time to dwell on anything so exquisitely crass as the spectacle of the Eiffel Tower collapsing.",0,write,writing,none,""" Another negative review came from Variety Magazine 's Justin Chang , who ridiculed the movie 's large @-@ scale destruction of foreign cities ,",""" Another negative review came from Variety Magazine 's Justin Chang , who ridiculed the movie 's large @-@ scale destruction of foreign cities , writing",""" Another negative review came from Variety Magazine 's Justin Chang , who ridiculed the movie 's large @-@ scale destruction of foreign cities , writing : "" Audiences who thrilled",44.86539829,6.945007801
"PopMatters journalist J.C. Maçek III wrote "" For fans who bought the toys , watched the cartoon and read the comics during the ‘ 80s and now have like @-@ aged children of their own ( all of which I did and do ) , might I suggest proceeding to watch this fun film with your kids , but compromise so that you can leave the commentary track on.","PopMatters journalist J.C. Maçek III wrote "" For fans who bought the toys , watched the cartoon and read the comics during the ‘ 80s and now have like @-@ aged children of their own ( all of which I did and do ) , might I suggest proceeding to watch this fun film with your kids , but compromise so that you can leave the commentary track on.",0,write,wrote,none,PopMatters journalist J.C. Maçek III,PopMatters journalist J.C. Maçek III wrote,"PopMatters journalist J.C. Maçek III wrote "" For fans who bought",43.94553614,5.959711552
""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation ' is a video game for the big screen is to insult a number of video games that are far more creative , challenging and better @-@ looking.",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation ' is a video game for the big screen is to insult a number of video games that are far more creative , challenging and better @-@ looking.",0,add,adding,none,""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say '",30.88915154,9.661211014
""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation ' is a video game for the big screen is to insult a number of video games that are far more creative , challenging and better @-@ looking.",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation ' is a video game for the big screen is to insult a number of video games that are far more creative , challenging and better @-@ looking.",0,say,say,none,""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation",49.41444273,5.465779305
""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation ' is a video game for the big screen is to insult a number of video games that are far more creative , challenging and better @-@ looking.",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation ' is a video game for the big screen is to insult a number of video games that are far more creative , challenging and better @-@ looking.",0,say,say,none,""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say",""" Richard Roeper of Chicago Sun Times gave the movie 1 @.@ 5 stars out of a possible four , branding it a "" ridiculous and overblown debacle "" that contained "" nothing but well @-@ packaged garbage "" and further adding : "" To say ' G.I. Joe : Retaliation",49.41444273,5.465779305
CinemaScore polls found that audiences gave the film an average grade of A @-@ minus.,CinemaScore polls found audiences gave the film an average grade of A @-@ minus.,0,find,found,that,CinemaScore polls,CinemaScore polls found,CinemaScore polls found audiences gave the film an,27.28446376,7.903419971
The studio announced that Chu will return to direct the third film.,The studio announced Chu will return to direct the third film.,0,announce,announced,that,The studio,The studio announced,The studio announced Chu will return to direct,40.57129633,6.262062073
"Producer Lorenzo di Bonaventura has stated he is open to doing a G.I. Joe / Transformers crossover , which Chu stated that he would be interested in directing.","Producer Lorenzo di Bonaventura has stated he is open to doing a G.I. Joe / Transformers crossover , which Chu stated that he would be interested in directing.",0,state,stated,none,Producer Lorenzo di Bonaventura has,Producer Lorenzo di Bonaventura has stated,Producer Lorenzo di Bonaventura has stated he is open to doing,21.12127974,6.949683189
"Producer Lorenzo di Bonaventura has stated he is open to doing a G.I. Joe / Transformers crossover , which Chu stated that he would be interested in directing.","Producer Lorenzo di Bonaventura has stated he is open to doing a G.I. Joe / Transformers crossover , which Chu stated he would be interested in directing.",0,state,stated,that,Producer Lorenzo di Bonaventura has,Producer Lorenzo di Bonaventura has stated,Producer Lorenzo di Bonaventura has stated he is open to doing,21.12127974,6.949683189
"Bonaventura told Beijing News that he hoped that Johnson and Willis would return , the script is still in the writing stage , and that they are considering adding a third important role.","Bonaventura told Beijing News he hoped that Johnson and Willis would return , the script is still in the writing stage , and that they are considering adding a third important role.",2,tell,told,that,Bonaventura,Bonaventura told,Bonaventura told Beijing News he hoped that Johnson and,52.35149693,10.41095734
"Bonaventura told Beijing News that he hoped that Johnson and Willis would return , the script is still in the writing stage , and that they are considering adding a third important role.","Bonaventura told Beijing News that he hoped Johnson and Willis would return , the script is still in the writing stage , and that they are considering adding a third important role.",0,hope,hoped,that,Bonaventura told Beijing News that he,Bonaventura told Beijing News that he hoped,Bonaventura told Beijing News that he hoped Johnson and Willis would return,40.07893705,6.293865681
"On December 5 , 2013 , Daugherty talked about writing the film 's script and his feelings about Duke being killed , but Chu told MTV that Tatum may return as Duke in the sequel.","On December 5 , 2013 , Daugherty talked about writing the film 's script and his feelings about Duke being killed , but Chu told MTV Tatum may return as Duke in the sequel.",1,tell,told,that,"On December 5 , 2013 , Daugherty talked about writing the film 's script and his feelings about Duke being killed , but Chu","On December 5 , 2013 , Daugherty talked about writing the film 's script and his feelings about Duke being killed , but Chu told","On December 5 , 2013 , Daugherty talked about writing the film 's script and his feelings about Duke being killed , but Chu told MTV Tatum may return as Duke",66.09104753,6.003469467
"On April 2 , 2014 , in an interview with Collider , Johnson believes that Chu may not return to direct , due to working on the live action Jem film , but they may find another director for the film.","On April 2 , 2014 , in an interview with Collider , Johnson believes Chu may not return to direct , due to working on the live action Jem film , but they may find another director for the film.",0,believe,believes,that,"On April 2 , 2014 , in an interview with Collider , Johnson","On April 2 , 2014 , in an interview with Collider , Johnson believes","On April 2 , 2014 , in an interview with Collider , Johnson believes Chu may not return to",40.02056798,15.3825655
It was revealed that the third film will have a 2016 release date.,It was revealed the third film will have a 2016 release date.,0,reveal,revealed,that,It was,It was revealed,It was revealed the third film will have,32.90359163,8.409170866
"On July 1 , 2014 , Variety reported that Jonathan Lemkin will write the script for the film and will focus on Roadblock with Johnson returning.","On July 1 , 2014 , Variety reported Jonathan Lemkin will write the script for the film and will focus on Roadblock with Johnson returning.",0,report,reported,that,"On July 1 , 2014 , Variety","On July 1 , 2014 , Variety reported","On July 1 , 2014 , Variety reported Jonathan Lemkin will write the",49.22973943,2.227443933
"On February 5 , 2015 , Film Divider reported that the twins Tomax and Xamot and Matt Trakker from the TV series M.A.S.K. will be appearing.","On February 5 , 2015 , Film Divider reported the twins Tomax and Xamot and Matt Trakker from the TV series M.A.S.K. will be appearing.",0,report,reported,that,"On February 5 , 2015 , Film Divider","On February 5 , 2015 , Film Divider reported","On February 5 , 2015 , Film Divider reported the twins Tomax and Xamot",79.4189713,6.172076702
"On November 23 , 2015 , Deadline reported that Akiva Goldsman will lead a writers room for the next G.I. Joe film.","On November 23 , 2015 , Deadline reported Akiva Goldsman will lead a writers room for the next G.I. Joe film.",0,report,reported,that,"On November 23 , 2015 , Deadline","On November 23 , 2015 , Deadline reported","On November 23 , 2015 , Deadline reported Akiva Goldsman will lead a",45.07507019,3.888847113
"Later , after realizing that no one will carry on his legacy when he dies , Burns decides to try to find an heir that will inherit his vast fortune.","Later , after realizing no one will carry on his legacy when he dies , Burns decides to try to find an heir that will inherit his vast fortune.",0,realize,realizing,that,"Later , after","Later , after realizing","Later , after realizing no one will carry on",31.03381282,9.011755943
Marge suggests that Bart should spend some time with Mr. Burns.,Marge suggests Bart should spend some time with Mr. Burns.,0,suggest,suggests,that,Marge,Marge suggests,Marge suggests Bart should spend some time,29.97947606,12.12701797
"Bart 's family becomes angry and wants him back , so they decide to sue Mr. Burns , but due to hiring Lionel Hutz as their lawyer , the court ends up deciding that Mr Burns is Bart 's biological father.","Bart 's family becomes angry and wants him back , so they decide to sue Mr. Burns , but due to hiring Lionel Hutz as their lawyer , the court ends up deciding Mr Burns is Bart 's biological father.",0,decide,deciding,that,"Bart 's family becomes angry and wants him back , so they decide to sue Mr. Burns , but due to hiring Lionel Hutz as their lawyer , the court ends up","Bart 's family becomes angry and wants him back , so they decide to sue Mr. Burns , but due to hiring Lionel Hutz as their lawyer , the court ends up deciding","Bart 's family becomes angry and wants him back , so they decide to sue Mr. Burns , but due to hiring Lionel Hutz as their lawyer , the court ends up deciding Mr Burns is Bart 's",35.22966357,4.995317459
"The Simpsons get a Private Investigator deprogrammer to kidnap Bart , but the deprogrammer wrongly takes Hans Moleman instead and brainwashes him into thinking he 's a part of the Simpson family.","The Simpsons get a Private Investigator deprogrammer to kidnap Bart , but the deprogrammer wrongly takes Hans Moleman instead and brainwashes him into thinking he 's a part of the Simpson family.",0,think,thinking,none,"The Simpsons get a Private Investigator deprogrammer to kidnap Bart , but the deprogrammer wrongly takes Hans Moleman instead and brainwashes him into","The Simpsons get a Private Investigator deprogrammer to kidnap Bart , but the deprogrammer wrongly takes Hans Moleman instead and brainwashes him into thinking","The Simpsons get a Private Investigator deprogrammer to kidnap Bart , but the deprogrammer wrongly takes Hans Moleman instead and brainwashes him into thinking he 's a part of",30.62656214,6.76239872
"Mr. Burns does not want him to leave and tricks him into thinking that his family hates him , using a falsified video with actors playing the Simpson family.","Mr. Burns does not want him to leave and tricks him into thinking his family hates him , using a falsified video with actors playing the Simpson family.",0,think,thinking,that,Mr. Burns does not want him to leave and tricks him into,Mr. Burns does not want him to leave and tricks him into thinking,"Mr. Burns does not want him to leave and tricks him into thinking his family hates him ,",34.39547738,3.386257827
Bart decides that Burns is his true father and the two celebrate by firing employees at the Springfield Nuclear Power Plant by ejecting them through a trap door.,Bart decides Burns is his true father and the two celebrate by firing employees at the Springfield Nuclear Power Plant by ejecting them through a trap door.,0,decide,decides,that,Bart,Bart decides,Bart decides Burns is his true father,37.7664721,17.21057892
"Bart decides that he loves his family , and moves back in with them.","Bart decides he loves his family , and moves back in with them.",0,decide,decides,that,Bart,Bart decides,"Bart decides he loves his family ,",33.276371,17.21057892
"Simmons was originally asked to guest star , according to David Mirkin , he was "" dying to do the show "" , but declined when he found out he would voice a robot.","Simmons was originally asked to guest star , according to David Mirkin , he was "" dying to do the show "" , but declined when he found out he would voice a robot.",0,find,found,none,"Simmons was originally asked to guest star , according to David Mirkin , he was "" dying to do the show "" , but declined when he","Simmons was originally asked to guest star , according to David Mirkin , he was "" dying to do the show "" , but declined when he found","Simmons was originally asked to guest star , according to David Mirkin , he was "" dying to do the show "" , but declined when he found out he would voice a",19.55395404,4.983449459
They also felt it distracted viewers from the story.,They also felt it distracted viewers from the story.,0,feel,felt,none,They also,They also felt,They also felt it distracted viewers from the,33.97264206,9.698465347
"Mr. Burns states that he got the idea for installing cameras all through town from Sliver , which he calls a "" delightful romp "".","Mr. Burns states he got the idea for installing cameras all through town from Sliver , which he calls a "" delightful romp "".",0,state,states,that,Mr. Burns,Mr. Burns states,Mr. Burns states he got the idea for,20.58269238,12.63231564
